date_collected,timing,plot_id,quad,fire_severity,species_code,plant_type,percent_cover
2019-05-07,Post-2year,P-04,33,low,AIRCAR,NA,2
2019-05-07,Post-2year,P-04,36,med,AIRCAR,NA,1
2019-05-07,Post-2year,P-04,39,low,AIRCAR,NA,5
2019-05-07,Post-2year,P-04,42,low,AIRCAR,NA,5
2019-05-07,Post-2year,P-05,0,med,AIRCAR,NA,1
2019-05-07,Post-2year,P-05,3,high,AIRCAR,NA,3
2019-05-07,Post-2year,P-05,6,med,AIRCAR,NA,0.25
2019-05-07,Post-2year,P-05,15,med,AIRCAR,NA,2
2019-05-07,Post-2year,P-05,21,med,AIRCAR,NA,2
2019-05-07,Post-2year,P-05,24,low,AIRCAR,NA,0.25
2019-05-07,Post-2year,P-05,36,med,AIRCAR,NA,1
2019-05-07,Post-2year,P-05,39,low,AIRCAR,NA,2
2019-05-07,Post-2year,P-05,45,med,AIRCAR,NA,0.25
2019-05-07,Post-2year,P-05,48,med,AIRCAR,NA,0.25
2019-05-07,Post-2year,P-06,0,high,AIRCAR,NA,0.5
2019-05-07,Post-2year,P-06,3,high,AIRCAR,NA,5
2019-05-07,Post-2year,P-06,6,high,AIRCAR,NA,6
2019-05-07,Post-2year,P-06,9,high,AIRCAR,NA,1
2019-05-07,Post-2year,P-06,12,high,AIRCAR,NA,1
2019-05-07,Post-2year,P-06,15,high,AIRCAR,NA,3
2019-05-07,Post-2year,P-06,18,high,AIRCAR,NA,2
2019-05-07,Post-2year,P-06,21,med,AIRCAR,NA,1
2019-05-07,Post-2year,P-06,24,low,AIRCAR,NA,0.25
2019-05-07,Post-2year,P-06,27,low,AIRCAR,NA,0.25
2019-05-07,Post-2year,P-06,30,low,AIRCAR,NA,0.25
2019-05-07,Post-2year,P-06,36,low,AIRCAR,NA,0.25
2019-05-07,Post-2year,P-06,39,low,AIRCAR,NA,0.25
2019-05-07,Post-2year,P-06,42,low,AIRCAR,NA,1
2019-05-07,Post-2year,P-06,48,low,AIRCAR,NA,1
2019-05-07,Post-2year,P-09,0,med,AIRCAR,NA,2
2019-05-07,Post-2year,P-09,3,med,AIRCAR,NA,2
2019-05-07,Post-2year,P-09,6,high,AIRCAR,NA,1
2019-05-07,Post-2year,P-09,9,high,AIRCAR,NA,1
2019-05-07,Post-2year,P-09,18,med,AIRCAR,NA,0.5
2019-05-07,Post-2year,P-09,21,med,AIRCAR,NA,2
2019-05-07,Post-2year,P-09,27,med,AIRCAR,NA,0.25
2019-05-07,Post-2year,P-09,39,med,AIRCAR,NA,1
2019-05-07,Post-2year,P-09,42,med,AIRCAR,NA,0.25
2019-05-07,Post-2year,P-09,45,med,AIRCAR,NA,1
2019-05-07,Post-2year,P-09,0,med,ANCFIL,NA,0.5
2019-05-07,Post-2year,P-09,45,med,ANCFIL,NA,0.5
2019-05-07,Post-2year,P-04,15,med,ARCGLA,sprout,4
2019-05-07,Post-2year,P-02,30,low,ASTER,NA,2
2019-05-07,Post-2year,P-05,21,med,ASTER,NA,0.25
2019-05-07,Post-2year,P-05,42,high,ASTER,NA,0.25
2019-05-07,Post-2year,P-05,45,med,ASTER,NA,0.25
2019-05-07,Post-2year,P-06,0,high,ASTER,NA,0.25
2019-05-07,Post-2year,P-04,0,high,ASTGAM,NA,0.25
2019-05-07,Post-2year,P-09,0,med,ASTGAM,NA,0.25
2019-05-07,Post-2year,P-09,45,med,ASTGAM,NA,1
2019-05-07,Post-2year,P-02,15,low,AVEBAR,NA,1
2019-05-07,Post-2year,P-02,21,med,AVEBAR,NA,2
2019-05-07,Post-2year,P-03,6,high,AVEBAR,NA,2
2019-05-07,Post-2year,P-03,9,high,AVEBAR,NA,0.25
2019-05-07,Post-2year,P-03,15,med,AVEBAR,NA,0.25
2019-05-07,Post-2year,P-03,18,high,AVEBAR,NA,0.25
2019-05-07,Post-2year,P-03,27,high,AVEBAR,NA,2
2019-05-07,Post-2year,P-03,30,med,AVEBAR,NA,2
2019-05-07,Post-2year,P-03,33,med,AVEBAR,NA,2
2019-05-07,Post-2year,P-03,36,med,AVEBAR,NA,8
2019-05-07,Post-2year,P-03,39,med,AVEBAR,NA,10
2019-05-07,Post-2year,P-03,42,med,AVEBAR,NA,0.5
2019-05-07,Post-2year,P-05,0,med,AVEBAR,NA,0.5
2019-05-07,Post-2year,P-05,9,med,AVEBAR,NA,0.5
2019-05-07,Post-2year,P-05,12,med,AVEBAR,NA,0.25
2019-05-07,Post-2year,P-04,39,low,BACPILCON,NA,3
2019-05-07,Post-2year,P-04,42,low,BACPILCON,NA,1
2019-05-07,Post-2year,P-05,0,med,BACPILCON,NA,1
2019-05-07,Post-2year,P-02,18,med,BRADIS,NA,1
2019-05-07,Post-2year,P-02,48,low,BRADIS,NA,0.25
2019-05-07,Post-2year,P-04,12,high,BRADIS,NA,0.25
2019-05-07,Post-2year,P-05,9,med,BRADIS,NA,5
2019-05-07,Post-2year,P-05,12,med,BRADIS,NA,3
2019-05-07,Post-2year,P-05,21,med,BRADIS,NA,3
2019-05-07,Post-2year,P-05,24,low,BRADIS,NA,3
2019-05-07,Post-2year,P-05,27,low,BRADIS,NA,1
2019-05-07,Post-2year,P-05,30,low,BRADIS,NA,1
2019-05-07,Post-2year,P-05,36,med,BRADIS,NA,6
2019-05-07,Post-2year,P-05,45,med,BRADIS,NA,0.25
2019-05-07,Post-2year,P-05,48,med,BRADIS,NA,1
2019-05-07,Post-2year,P-05,12,med,BRIMAX,NA,0.25
2019-05-07,Post-2year,P-02,24,low,BRIMIN,NA,0.5
2019-05-07,Post-2year,P-02,45,low,BRIMIN,NA,0.25
2019-05-07,Post-2year,P-02,48,low,BRIMIN,NA,0.25
2019-05-07,Post-2year,P-03,6,high,BRIMIN,NA,0.5
2019-05-07,Post-2year,P-03,24,med,BRIMIN,NA,0.25
2019-05-07,Post-2year,P-04,0,high,BRIMIN,NA,0.5
2019-05-07,Post-2year,P-04,24,high,BRIMIN,NA,0.5
2019-05-07,Post-2year,P-04,27,med,BRIMIN,NA,0.5
2019-05-07,Post-2year,P-05,0,med,BRIMIN,NA,0.25
2019-05-07,Post-2year,P-05,15,med,BRIMIN,NA,0.25
2019-05-07,Post-2year,P-05,33,med,BRIMIN,NA,2
2019-05-07,Post-2year,P-05,39,low,BRIMIN,NA,2
2019-05-07,Post-2year,P-05,42,high,BRIMIN,NA,5
2019-05-07,Post-2year,P-05,45,med,BRIMIN,NA,0.25
2019-05-07,Post-2year,P-05,48,med,BRIMIN,NA,1
2019-05-07,Post-2year,P-06,9,high,BRIMIN,NA,10
2019-05-07,Post-2year,P-06,12,high,BRIMIN,NA,3
2019-05-07,Post-2year,P-02,48,low,BRODIA,NA,4
2019-05-07,Post-2year,P-03,36,med,BRODIA,NA,0.25
2019-05-07,Post-2year,P-02,48,low,BROHOR,NA,0.25
2019-05-07,Post-2year,P-03,6,high,BROHOR,NA,0.25
2019-05-07,Post-2year,P-04,0,high,BROHOR,NA,0.25
2019-05-07,Post-2year,P-04,27,med,BROHOR,NA,0.25
2019-05-07,Post-2year,P-05,6,med,BROHOR,NA,0.25
2019-05-07,Post-2year,P-05,27,low,BROHOR,NA,1
2019-05-07,Post-2year,P-05,30,low,BROHOR,NA,0.25
2019-05-07,Post-2year,P-05,36,med,BROHOR,NA,0.25
2019-05-07,Post-2year,P-02,15,low,BROMADMAD,NA,3
2019-05-07,Post-2year,P-02,18,med,BROMADMAD,NA,1
2019-05-07,Post-2year,P-02,21,med,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-02,24,low,BROMADMAD,NA,3
2019-05-07,Post-2year,P-02,33,med,BROMADMAD,NA,3
2019-05-07,Post-2year,P-02,36,low,BROMADMAD,NA,1
2019-05-07,Post-2year,P-02,45,low,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-03,6,high,BROMADMAD,NA,9
2019-05-07,Post-2year,P-03,9,high,BROMADMAD,NA,1
2019-05-07,Post-2year,P-03,12,high,BROMADMAD,NA,3
2019-05-07,Post-2year,P-03,18,high,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-03,21,med,BROMADMAD,NA,0.5
2019-05-07,Post-2year,P-03,24,med,BROMADMAD,NA,2
2019-05-07,Post-2year,P-03,30,med,BROMADMAD,NA,0.5
2019-05-07,Post-2year,P-03,33,med,BROMADMAD,NA,1
2019-05-07,Post-2year,P-05,9,med,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-05,12,med,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-05,15,med,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-05,18,med,BROMADMAD,NA,0.5
2019-05-07,Post-2year,P-05,27,low,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-05,36,med,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-05,39,low,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-05,48,med,BROMADMAD,NA,1
2019-05-07,Post-2year,P-06,3,high,BROMADMAD,NA,0.5
2019-05-07,Post-2year,P-06,21,med,BROMADMAD,NA,1
2019-05-07,Post-2year,P-06,24,low,BROMADMAD,NA,1
2019-05-07,Post-2year,P-06,27,low,BROMADMAD,NA,4
2019-05-07,Post-2year,P-06,45,low,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-09,0,med,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-09,6,high,BROMADMAD,NA,0.25
2019-05-07,Post-2year,P-03,36,med,BROMADRUB,NA,1
2019-05-07,Post-2year,P-03,48,med,BROMADRUB,NA,0.25
2019-05-07,Post-2year,P-05,30,low,BROSTE,NA,2
2019-05-07,Post-2year,P-05,33,med,BROSTE,NA,5
2019-05-07,Post-2year,P-05,39,low,BROSTE,NA,2
2019-05-07,Post-2year,P-05,42,high,BROSTE,NA,0.25
2019-05-07,Post-2year,P-05,45,med,BROSTE,NA,0.25
2019-05-07,Post-2year,P-05,48,med,BROSTE,NA,2
2019-05-07,Post-2year,P-06,45,low,BROSTE,NA,0.25
2019-05-07,Post-2year,P-02,0,med,CALAMA,NA,0.5
2019-05-07,Post-2year,P-02,6,low,CALAMA,NA,1
2019-05-07,Post-2year,P-02,9,low,CALAMA,NA,0.25
2019-05-07,Post-2year,P-02,12,low,CALAMA,NA,0.5
2019-05-07,Post-2year,P-02,15,low,CALAMA,NA,0.5
2019-05-07,Post-2year,P-02,27,low,CALAMA,NA,0.25
2019-05-07,Post-2year,P-02,30,low,CALAMA,NA,2
2019-05-07,Post-2year,P-02,33,med,CALAMA,NA,1
2019-05-07,Post-2year,P-02,36,low,CALAMA,NA,1
2019-05-07,Post-2year,P-02,39,low,CALAMA,NA,1
2019-05-07,Post-2year,P-02,45,low,CALAMA,NA,0.5
2019-05-07,Post-2year,P-03,0,med,CALAMA,NA,2
2019-05-07,Post-2year,P-03,3,med,CALAMA,NA,2
2019-05-07,Post-2year,P-03,12,high,CALAMA,NA,1
2019-05-07,Post-2year,P-03,15,med,CALAMA,NA,0.5
2019-05-07,Post-2year,P-03,33,med,CALAMA,NA,1
2019-05-07,Post-2year,P-04,0,high,CALAMA,NA,0.5
2019-05-07,Post-2year,P-04,6,high,CALAMA,NA,0.25
2019-05-07,Post-2year,P-04,12,high,CALAMA,NA,0.25
2019-05-07,Post-2year,P-04,18,high,CALAMA,NA,0.25
2019-05-07,Post-2year,P-04,21,med,CALAMA,NA,1
2019-05-07,Post-2year,P-04,27,med,CALAMA,NA,0.25
2019-05-07,Post-2year,P-04,33,low,CALAMA,NA,0.5
2019-05-07,Post-2year,P-04,36,med,CALAMA,NA,1
2019-05-07,Post-2year,P-04,39,low,CALAMA,NA,3
2019-05-07,Post-2year,P-04,42,low,CALAMA,NA,0.5
2019-05-07,Post-2year,P-05,12,med,CALAMA,NA,0.25
2019-05-07,Post-2year,P-05,15,med,CALAMA,NA,0.25
2019-05-07,Post-2year,P-06,6,high,CALAMA,NA,0.25
2019-05-07,Post-2year,P-06,27,low,CALAMA,NA,0.25
2019-05-07,Post-2year,P-06,30,low,CALAMA,NA,0.25
2019-05-07,Post-2year,P-06,33,low,CALAMA,NA,0.25
2019-05-07,Post-2year,P-06,36,low,CALAMA,NA,0.25
2019-05-07,Post-2year,P-06,39,low,CALAMA,NA,0.25
2019-05-07,Post-2year,P-06,42,low,CALAMA,NA,0.25
2019-05-07,Post-2year,P-06,45,low,CALAMA,NA,0.25
2019-05-07,Post-2year,P-09,30,high,CALCOLOXY,NA,4
2019-05-07,Post-2year,P-02,0,med,CALPURPUR,NA,5
2019-05-07,Post-2year,P-02,3,low,CALPURPUR,NA,5
2019-05-07,Post-2year,P-02,6,low,CALPURPUR,NA,10
2019-05-07,Post-2year,P-02,9,low,CALPURPUR,NA,7
2019-05-07,Post-2year,P-02,12,low,CALPURPUR,NA,1
2019-05-07,Post-2year,P-02,15,low,CALPURPUR,NA,8
2019-05-07,Post-2year,P-02,18,med,CALPURPUR,NA,4
2019-05-07,Post-2year,P-02,21,med,CALPURPUR,NA,10
2019-05-07,Post-2year,P-02,24,low,CALPURPUR,NA,5
2019-05-07,Post-2year,P-02,27,low,CALPURPUR,NA,10
2019-05-07,Post-2year,P-02,30,low,CALPURPUR,NA,12
2019-05-07,Post-2year,P-02,33,med,CALPURPUR,NA,4
2019-05-07,Post-2year,P-02,39,low,CALPURPUR,NA,4
2019-05-07,Post-2year,P-03,0,med,CALPURPUR,NA,5
2019-05-07,Post-2year,P-03,3,med,CALPURPUR,NA,2
2019-05-07,Post-2year,P-03,6,high,CALPURPUR,NA,3
2019-05-07,Post-2year,P-03,9,high,CALPURPUR,NA,7
2019-05-07,Post-2year,P-03,12,high,CALPURPUR,NA,5
2019-05-07,Post-2year,P-03,15,med,CALPURPUR,NA,6
2019-05-07,Post-2year,P-03,18,high,CALPURPUR,NA,7
2019-05-07,Post-2year,P-03,21,med,CALPURPUR,NA,6
2019-05-07,Post-2year,P-03,24,med,CALPURPUR,NA,9
2019-05-07,Post-2year,P-03,27,high,CALPURPUR,NA,8
2019-05-07,Post-2year,P-03,30,med,CALPURPUR,NA,5
2019-05-07,Post-2year,P-03,33,med,CALPURPUR,NA,1
2019-05-07,Post-2year,P-03,36,med,CALPURPUR,NA,7
2019-05-07,Post-2year,P-03,39,med,CALPURPUR,NA,6
2019-05-07,Post-2year,P-03,45,med,CALPURPUR,NA,4
2019-05-07,Post-2year,P-03,48,med,CALPURPUR,NA,3
2019-05-07,Post-2year,P-04,0,high,CALPURPUR,NA,7
2019-05-07,Post-2year,P-04,3,high,CALPURPUR,NA,15
2019-05-07,Post-2year,P-04,6,high,CALPURPUR,NA,15
2019-05-07,Post-2year,P-04,9,high,CALPURPUR,NA,7
2019-05-07,Post-2year,P-04,12,high,CALPURPUR,NA,7
2019-05-07,Post-2year,P-04,15,med,CALPURPUR,NA,12
2019-05-07,Post-2year,P-04,18,high,CALPURPUR,NA,8
2019-05-07,Post-2year,P-04,21,med,CALPURPUR,NA,11
2019-05-07,Post-2year,P-04,24,high,CALPURPUR,NA,5
2019-05-07,Post-2year,P-04,27,med,CALPURPUR,NA,1
2019-05-07,Post-2year,P-04,30,low,CALPURPUR,NA,5
2019-05-07,Post-2year,P-04,33,low,CALPURPUR,NA,5
2019-05-07,Post-2year,P-04,36,med,CALPURPUR,NA,6
2019-05-07,Post-2year,P-04,39,low,CALPURPUR,NA,4
2019-05-07,Post-2year,P-04,45,low,CALPURPUR,NA,4
2019-05-07,Post-2year,P-05,0,med,CALPURPUR,NA,5
2019-05-07,Post-2year,P-05,3,high,CALPURPUR,NA,2
2019-05-07,Post-2year,P-06,6,high,CALPURPUR,NA,0.25
2019-05-07,Post-2year,P-06,12,high,CALPURPUR,NA,1
2019-05-07,Post-2year,P-05,12,med,CARPYCPYC,NA,0.25
2019-05-07,Post-2year,P-05,24,low,CASATT,NA,0.5
2019-05-07,Post-2year,P-05,36,med,CASATT,NA,0.25
2019-05-07,Post-2year,P-02,27,low,CEACUNCUN,NA,2
2019-05-07,Post-2year,P-04,0,high,CEACUNCUN,NA,2
2019-05-07,Post-2year,P-04,3,high,CEACUNCUN,NA,1
2019-05-07,Post-2year,P-04,6,high,CEACUNCUN,NA,2
2019-05-07,Post-2year,P-04,9,high,CEACUNCUN,NA,3
2019-05-07,Post-2year,P-04,12,high,CEACUNCUN,NA,3
2019-05-07,Post-2year,P-04,15,med,CEACUNCUN,NA,3
2019-05-07,Post-2year,P-04,18,high,CEACUNCUN,NA,1
2019-05-07,Post-2year,P-04,21,med,CEACUNCUN,NA,2
2019-05-07,Post-2year,P-04,24,high,CEACUNCUN,NA,3
2019-05-07,Post-2year,P-04,27,med,CEACUNCUN,NA,4
2019-05-07,Post-2year,P-04,30,low,CEACUNCUN,NA,3
2019-05-07,Post-2year,P-04,33,low,CEACUNCUN,NA,4
2019-05-07,Post-2year,P-04,36,med,CEACUNCUN,NA,1
2019-05-07,Post-2year,P-04,39,low,CEACUNCUN,NA,0.25
2019-05-07,Post-2year,P-04,45,low,CEACUNCUN,NA,5
2019-05-07,Post-2year,P-04,48,low,CEACUNCUN,NA,4
2019-05-07,Post-2year,P-05,0,med,CEACUNCUN,NA,2
2019-05-07,Post-2year,P-05,3,high,CEACUNCUN,NA,2
2019-05-07,Post-2year,P-05,6,med,CEACUNCUN,NA,2
2019-05-07,Post-2year,P-05,15,med,CEACUNCUN,NA,4
2019-05-07,Post-2year,P-05,18,med,CEACUNCUN,NA,4
2019-05-07,Post-2year,P-05,21,med,CEACUNCUN,NA,3
2019-05-07,Post-2year,P-05,27,low,CEACUNCUN,NA,0.25
2019-05-07,Post-2year,P-05,30,low,CEACUNCUN,NA,0.25
2019-05-07,Post-2year,P-05,33,med,CEACUNCUN,NA,0.25
2019-05-07,Post-2year,P-05,36,med,CEACUNCUN,NA,5
2019-05-07,Post-2year,P-05,39,low,CEACUNCUN,NA,3
2019-05-07,Post-2year,P-05,42,high,CEACUNCUN,NA,10
2019-05-07,Post-2year,P-05,45,med,CEACUNCUN,NA,0.25
2019-05-07,Post-2year,P-06,3,high,CEACUNCUN,NA,1
2019-05-07,Post-2year,P-02,0,med,CEACUNCUN,seed,2
2019-05-07,Post-2year,P-02,3,low,CEACUNCUN,seed,1
2019-05-07,Post-2year,P-02,6,low,CEACUNCUN,seed,2
2019-05-07,Post-2year,P-02,9,low,CEACUNCUN,seed,2
2019-05-07,Post-2year,P-02,12,low,CEACUNCUN,seed,1
2019-05-07,Post-2year,P-02,15,low,CEACUNCUN,seed,2
2019-05-07,Post-2year,P-02,18,med,CEACUNCUN,seed,5
2019-05-07,Post-2year,P-02,21,med,CEACUNCUN,seed,1
2019-05-07,Post-2year,P-02,24,low,CEACUNCUN,seed,1
2019-05-07,Post-2year,P-02,30,low,CEACUNCUN,seed,1
2019-05-07,Post-2year,P-02,39,low,CEACUNCUN,seed,3
2019-05-07,Post-2year,P-02,42,med,CEACUNCUN,seed,3
2019-05-07,Post-2year,P-03,0,med,CEACUNCUN,seed,3
2019-05-07,Post-2year,P-03,3,med,CEACUNCUN,seed,3
2019-05-07,Post-2year,P-03,6,high,CEACUNCUN,seed,4
2019-05-07,Post-2year,P-03,9,high,CEACUNCUN,seed,12
2019-05-07,Post-2year,P-03,12,high,CEACUNCUN,seed,7
2019-05-07,Post-2year,P-03,15,med,CEACUNCUN,seed,5
2019-05-07,Post-2year,P-03,18,high,CEACUNCUN,seed,5
2019-05-07,Post-2year,P-03,21,med,CEACUNCUN,seed,6
2019-05-07,Post-2year,P-03,24,med,CEACUNCUN,seed,3
2019-05-07,Post-2year,P-03,27,high,CEACUNCUN,seed,7
2019-05-07,Post-2year,P-03,30,med,CEACUNCUN,seed,6
2019-05-07,Post-2year,P-03,33,med,CEACUNCUN,seed,6
2019-05-07,Post-2year,P-03,36,med,CEACUNCUN,seed,0.5
2019-05-07,Post-2year,P-03,39,med,CEACUNCUN,seed,4
2019-05-07,Post-2year,P-03,45,med,CEACUNCUN,seed,6
2019-05-07,Post-2year,P-03,48,med,CEACUNCUN,seed,2
2019-05-07,Post-2year,P-05,3,high,CENMEL,NA,0.5
2019-05-07,Post-2year,P-05,6,med,CENMEL,NA,2
2019-05-07,Post-2year,P-05,9,med,CENMEL,NA,2
2019-05-07,Post-2year,P-05,12,med,CENMEL,NA,6
2019-05-07,Post-2year,P-05,15,med,CENMEL,NA,1
2019-05-07,Post-2year,P-05,18,med,CENMEL,NA,0.25
2019-05-07,Post-2year,P-05,27,low,CENMEL,NA,1
2019-05-07,Post-2year,P-05,30,low,CENMEL,NA,0.25
2019-05-07,Post-2year,P-05,33,med,CENMEL,NA,15
2019-05-07,Post-2year,P-05,39,low,CENMEL,NA,2
2019-05-07,Post-2year,P-05,42,high,CENMEL,NA,0.5
2019-05-07,Post-2year,P-05,48,med,CENMEL,NA,2
2019-05-07,Post-2year,P-06,12,high,CENMEL,NA,0.25
2019-05-07,Post-2year,P-02,45,low,CERGLO,NA,0.5
2019-05-07,Post-2year,P-02,48,low,CERGLO,NA,0.25
2019-05-07,Post-2year,P-05,42,high,CERGLO,NA,0.25
2019-05-07,Post-2year,P-06,48,low,CERGLO,NA,0.25
2019-05-07,Post-2year,P-02,33,med,CHLPOMPOM,NA,7
2019-05-07,Post-2year,P-02,36,low,CHLPOMPOM,NA,5
2019-05-07,Post-2year,P-02,39,low,CHLPOMPOM,NA,10
2019-05-07,Post-2year,P-02,42,med,CHLPOMPOM,NA,3
2019-05-07,Post-2year,P-02,48,low,CHLPOMPOM,NA,6
2019-05-07,Post-2year,P-04,21,med,CHLPOMPOM,NA,5
2019-05-07,Post-2year,P-04,33,low,CHLPOMPOM,NA,3
2019-05-07,Post-2year,P-04,36,med,CHLPOMPOM,NA,3
2019-05-07,Post-2year,P-04,39,low,CHLPOMPOM,NA,2
2019-05-07,Post-2year,P-04,45,low,CHLPOMPOM,NA,2
2019-05-07,Post-2year,P-02,33,med,CIRVUL,NA,0.5
2019-05-07,Post-2year,P-02,0,med,CROSCOVUL,NA,0.25
2019-05-07,Post-2year,P-02,9,low,CROSCOVUL,NA,1
2019-05-07,Post-2year,P-02,15,low,CROSCOVUL,NA,0.25
2019-05-07,Post-2year,P-02,18,med,CROSCOVUL,NA,0.5
2019-05-07,Post-2year,P-02,21,med,CROSCOVUL,NA,3
2019-05-07,Post-2year,P-02,24,low,CROSCOVUL,NA,0.5
2019-05-07,Post-2year,P-02,27,low,CROSCOVUL,NA,3
2019-05-07,Post-2year,P-03,18,high,CROSCOVUL,NA,4
2019-05-07,Post-2year,P-03,27,high,CROSCOVUL,NA,6
2019-05-07,Post-2year,P-03,42,med,CROSCOVUL,NA,8
2019-05-07,Post-2year,P-03,45,med,CROSCOVUL,NA,4
2019-05-07,Post-2year,P-04,15,med,CROSCOVUL,NA,2
2019-05-07,Post-2year,P-04,27,med,CROSCOVUL,NA,0.25
2019-05-07,Post-2year,P-04,30,low,CROSCOVUL,NA,3
2019-05-07,Post-2year,P-04,42,low,CROSCOVUL,NA,1
2019-05-07,Post-2year,P-06,3,high,CROSCOVUL,NA,2
2019-05-07,Post-2year,P-06,6,high,CROSCOVUL,NA,1
2019-05-07,Post-2year,P-06,9,high,CROSCOVUL,NA,1
2019-05-07,Post-2year,P-06,12,high,CROSCOVUL,NA,3
2019-05-07,Post-2year,P-06,15,high,CROSCOVUL,NA,2
2019-05-07,Post-2year,P-06,33,low,CROSCOVUL,NA,1
2019-05-07,Post-2year,P-06,36,low,CROSCOVUL,NA,2
2019-05-07,Post-2year,P-06,39,low,CROSCOVUL,NA,2
2019-05-07,Post-2year,P-02,0,med,DAUPUS,NA,0.5
2019-05-07,Post-2year,P-02,6,low,DAUPUS,NA,1
2019-05-07,Post-2year,P-02,15,low,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-02,18,med,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-02,21,med,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-02,33,med,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-02,36,low,DAUPUS,NA,0.5
2019-05-07,Post-2year,P-02,39,low,DAUPUS,NA,1
2019-05-07,Post-2year,P-02,42,med,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-02,45,low,DAUPUS,NA,1
2019-05-07,Post-2year,P-02,48,low,DAUPUS,NA,0.5
2019-05-07,Post-2year,P-03,18,high,DAUPUS,NA,2
2019-05-07,Post-2year,P-03,33,med,DAUPUS,NA,1
2019-05-07,Post-2year,P-03,48,med,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-04,9,high,DAUPUS,NA,0.5
2019-05-07,Post-2year,P-05,12,med,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-05,15,med,DAUPUS,NA,0.5
2019-05-07,Post-2year,P-05,18,med,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-05,30,low,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-05,48,med,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-06,3,high,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-06,12,high,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-06,18,high,DAUPUS,NA,0.5
2019-05-07,Post-2year,P-06,21,med,DAUPUS,NA,5
2019-05-07,Post-2year,P-06,24,low,DAUPUS,NA,2
2019-05-07,Post-2year,P-06,27,low,DAUPUS,NA,1
2019-05-07,Post-2year,P-09,45,med,DAUPUS,NA,0.25
2019-05-07,Post-2year,P-02,45,low,DICCAPCAP,NA,0.25
2019-05-07,Post-2year,P-06,48,low,DICCAPCAP,NA,0.25
2019-05-07,Post-2year,P-02,48,low,DICCON,NA,0.25
2019-05-07,Post-2year,P-05,6,med,DICCON,NA,0.5
2019-05-07,Post-2year,P-05,27,low,DICCON,NA,0.25
2019-05-07,Post-2year,P-06,3,high,DICCON,NA,0.25
2019-05-07,Post-2year,P-06,21,med,DICCON,NA,1
2019-05-07,Post-2year,P-06,39,low,DICCON,NA,0.25
2019-05-07,Post-2year,P-02,3,low,DIPAUR,NA,0.25
2019-05-07,Post-2year,P-02,12,low,DIPAUR,NA,3
2019-05-07,Post-2year,P-02,21,med,DIPAUR,NA,1
2019-05-07,Post-2year,P-02,24,low,DIPAUR,NA,3
2019-05-07,Post-2year,P-02,27,low,DIPAUR,NA,4
2019-05-07,Post-2year,P-02,30,low,DIPAUR,NA,8
2019-05-07,Post-2year,P-02,33,med,DIPAUR,NA,1
2019-05-07,Post-2year,P-02,36,low,DIPAUR,NA,1
2019-05-07,Post-2year,P-03,0,med,DIPAUR,NA,2
2019-05-07,Post-2year,P-03,3,med,DIPAUR,NA,0.5
2019-05-07,Post-2year,P-03,6,high,DIPAUR,NA,4
2019-05-07,Post-2year,P-03,9,high,DIPAUR,NA,7
2019-05-07,Post-2year,P-03,42,med,DIPAUR,NA,3
2019-05-07,Post-2year,P-03,48,med,DIPAUR,NA,4
2019-05-07,Post-2year,P-04,0,high,DIPAUR,NA,0.25
2019-05-07,Post-2year,P-04,3,high,DIPAUR,NA,0.25
2019-05-07,Post-2year,P-04,15,med,DIPAUR,NA,0.5
2019-05-07,Post-2year,P-04,18,high,DIPAUR,NA,1
2019-05-07,Post-2year,P-04,27,med,DIPAUR,NA,1
2019-05-07,Post-2year,P-04,30,low,DIPAUR,NA,1
2019-05-07,Post-2year,P-04,42,low,DIPAUR,NA,2
2019-05-07,Post-2year,P-04,48,low,DIPAUR,NA,0.25
2019-05-07,Post-2year,P-04,48,low,DIPAUR,NA,0.25
2019-05-07,Post-2year,P-05,42,high,DIPAUR,NA,0.5
2019-05-07,Post-2year,P-05,45,med,DIPAUR,NA,2
2019-05-07,Post-2year,P-06,0,high,DIPAUR,NA,5
2019-05-07,Post-2year,P-06,9,high,DIPAUR,NA,6
2019-05-07,Post-2year,P-06,12,high,DIPAUR,NA,1
